version,date,timestamp,security_issues_low,reliability_issues_low,maintainability_issues_low,total_debt_low,security_issues_medium,reliability_issues_medium,maintainability_issues_medium,total_debt_medium,security_issues_high,reliability_issues_high,maintainability_issues_high,total_debt_high
10.0.10,2020-08-17,1597695036,0,0,36,41,0,2,43,133,0,0,15,66
10.0.11,2020-08-19,1597853111,0,0,38,47,0,2,41,99,0,0,14,62
10.0.12,2020-08-24,1598307310,0,0,38,47,0,2,41,99,0,0,14,62
10.0.13,2020-08-26,1598462319,0,0,38,47,0,2,41,99,0,0,14,62
10.0.14,2020-08-26,1598466774,0,0,39,52,0,2,40,94,0,0,14,62
10.0.2,2020-06-30,1593542440,0,0,39,52,0,2,40,94,0,0,14,62
10.0.3,2020-07-08,1594241069,0,0,39,52,0,2,40,94,0,0,14,62
10.0.4,2020-07-15,1594835815,0,0,39,52,0,2,40,102,0,0,14,62
10.0.5,2020-07-22,1595435760,0,0,39,52,0,2,40,106,0,0,14,62
10.0.6,2020-07-28,1595972308,0,0,39,52,0,2,40,106,0,0,14,62
10.0.7,2020-07-30,1596152245,0,0,39,52,0,2,40,106,0,0,14,62
10.0.8,2020-08-04,1596581517,0,0,39,52,0,2,40,106,0,0,14,62
10.0.9,2020-08-12,1597250137,0,0,39,52,0,2,40,106,0,0,14,62
10.1.0,2020-09-02,1599076291,0,0,42,55,0,0,39,95,0,0,14,62
10.1.1,2020-09-09,1599682350,0,0,89,80,0,0,6,30,0,0,3,14
10.1.2,2020-09-16,1600292282,0,0,89,82,0,0,6,35,0,0,3,14
10.1.3,2020-09-23,1600887287,0,0,89,88,0,0,5,30,0,0,3,14
10.1.4,2020-09-30,1601484890,0,0,89,85,0,0,5,30,0,0,3,14
10.1.5,2020-10-07,1602105612,0,0,69,76,0,0,25,93,0,0,3,14
10.1.6,2020-10-14,1602707599,0,0,66,73,0,0,28,100,0,0,3,14
10.2.0,2020-10-21,1603302137,0,0,65,72,0,0,29,105,0,0,3,14
10.2.1,2020-10-28,1603916508,0,0,63,69,0,0,32,108,0,0,2,9
10.2.2,2020-11-04,1604521929,0,0,64,71,0,0,31,103,0,0,2,9
10.2.3,2020-11-09,1604954799,0,0,57,76,0,0,37,133,0,0,3,15
10.2.4,2020-12-16,1608163737,0,0,57,76,0,0,37,133,0,0,3,15
9.0.0,2020-02-06,1581007804,0,0,57,76,0,0,37,133,0,0,2,10
9.0.1,2020-02-12,1581532556,0,0,48,48,0,0,26,99,0,0,23,115
9.0.2,2020-02-19,1582139920,0,0,48,50,0,0,27,113,0,0,23,115
9.0.3,2020-02-26,1582778228,0,0,49,55,0,0,26,112,0,0,23,115
9.0.4,2020-02-27,1582839739,0,0,46,51,0,0,29,127,0,0,23,115
9.0.5,2020-03-04,1583349142,0,0,46,51,0,0,29,127,0,0,23,115
9.0.6,2020-03-10,1583886736,0,0,43,57,0,0,31,130,0,0,24,120
9.1.10,2020-06-09,1591740314,0,0,45,68,0,0,31,130,0,0,24,120
9.1.11,2020-06-10,1591813097,0,0,77,86,0,0,21,89,0,0,0,0
9.1.12,2020-07-08,1594236990,0,0,77,86,0,0,21,89,0,0,0,0
9.1.13,2020-12-16,1608164604,0,0,75,84,0,0,23,99,0,0,0,0
9.1.2,2020-04-15,1586990754,0,0,75,84,0,0,23,99,0,0,0,0
9.1.3,2020-04-22,1587580242,0,0,77,495,0,0,21,98,0,0,0,0
9.1.4,2020-04-29,1588192983,0,0,78,495,0,0,20,93,0,0,0,0
9.1.5,2020-05-07,1588888523,0,0,81,282,0,0,18,91,0,0,0,0
9.1.6,2020-05-08,1588956789,0,0,81,263,0,0,18,91,0,0,0,0
9.1.7,2020-05-13,1589405879,0,0,81,263,0,0,18,91,0,0,0,0
9.1.8,2020-05-20,1589994216,0,0,81,263,0,0,18,91,0,0,0,0
9.1.9,2020-05-20,1590013619,0,0,81,262,0,0,18,91,0,0,0,0
10.2.5,2021-04-14,1618435418,0,0,81,262,0,0,18,91,0,0,0,0
